submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
05/06/2022,MD,1041621,,,1845,0,14495,14230,265,9,0,05/07/2022 01:19:57 PM,N/A,Agree
01/12/2021,MD,312351,,,2665,0,6755,6562,193,48,0,01/14/2021 12:00:00 AM,N/A,Agree
02/02/2020,MD,0,,,0,0,0,0,0,0,0,02/04/2020 12:00:00 AM,N/A,Agree
02/08/2022,MD,988943,,,796,0,13787,13528,259,42,0,02/10/2022 12:00:00 AM,N/A,Agree
10/02/2021,MD,535157,,,1287,0,10500,10272,228,15,0,10/04/2021 12:00:00 AM,N/A,Agree
12/09/2020,MD,222653,,,2692,0,5212,5032,180,47,0,12/11/2020 12:00:00 AM,N/A,Agree
09/02/2021,MD,499648,,,1272,0,10068,9845,223,11,1,09/04/2021 12:00:00 AM,N/A,Agree
04/08/2020,MD,5529,,,1158,0,167,159,8,22,1,04/10/2020 12:00:00 AM,N/A,Agree
02/14/2022,MD,993653,,,425,0,13925,13666,259,8,0,02/15/2022 03:38:24 PM,N/A,Agree
02/01/2020,MD,0,,,0,0,0,0,0,0,0,02/03/2020 12:00:00 AM,N/A,Agree
11/12/2020,MD,159900,,,1477,0,4421,4256,165,11,0,11/14/2020 12:00:00 AM,N/A,Agree
10/24/2020,MD,139487,,,796,0,4231,4072,159,7,0,10/26/2020 12:00:00 AM,N/A,Agree
10/06/2021,MD,539053,,,1077,0,10563,10335,228,19,0,10/08/2021 12:00:00 AM,N/A,Agree
03/15/2021,MD,394058,,,617,0,8599,8395,204,12,0,03/17/2021 12:00:00 AM,N/A,Agree
03/14/2021,MD,393441,,,860,0,8587,8383,204,16,0,03/16/2021 12:00:00 AM,N/A,Agree
10/17/2020,MD,135127,,,798,0,4177,4018,159,7,0,10/19/2020 12:00:00 AM,N/A,Agree
08/13/2021,MD,478067,,,950,0,9902,9681,221,4,0,08/15/2021 12:00:00 AM,N/A,Agree
05/20/2020,MD,42323,,,777,0,2226,2119,107,42,1,05/22/2020 12:00:00 AM,N/A,Agree
09/02/2020,MD,109319,,,456,0,3893,3738,155,7,1,09/04/2020 12:00:00 AM,N/A,Agree
01/23/2022,MD,956823,,,3786,0,13123,12869,254,54,1,01/25/2022 12:00:00 AM,N/A,Agree
05/31/2021,MD,459894,,,117,0,9673,9459,214,5,0,06/02/2021 12:00:00 AM,N/A,Agree
03/05/2021,MD,385678,,,913,0,8441,8237,204,10,0,03/07/2021 12:00:00 AM,N/A,Agree
10/20/2021,MD,552524,,,717,0,10783,10553,230,19,0,10/22/2021 12:00:00 AM,N/A,Agree
08/24/2020,MD,104669,,,567,0,3826,3674,152,8,1,08/26/2020 12:00:00 AM,N/A,Agree
03/06/2022,MD,1004290,,,0,0,14176,13913,263,0,0,03/07/2022 03:00:11 PM,N/A,Agree
07/22/2021,MD,465038,,,303,0,9826,9608,218,1,0,07/24/2021 12:00:00 AM,N/A,Agree
09/27/2020,MD,123403,,,431,0,4055,3897,158,7,0,09/29/2020 12:00:00 AM,N/A,Agree
11/16/2021,MD,573044,,,702,0,11096,10865,231,10,0,11/18/2021 12:00:00 AM,N/A,Agree
10/13/2020,MD,132343,,,482,0,4150,3991,159,3,0,10/15/2020 12:00:00 AM,N/A,Agree
06/14/2020,MD,61701,,,396,0,3051,2922,129,18,0,06/16/2020 12:00:00 AM,N/A,Agree
05/14/2021,MD,455257,,,512,0,9520,9306,214,15,0,05/16/2021 12:00:00 AM,N/A,Agree
02/01/2021,MD,355636,,,1163,0,7619,7420,199,31,1,02/03/2021 12:00:00 AM,N/A,Agree
04/20/2022,MD,1023905,,,1044,0,14418,14154,264,6,0,04/21/2022 01:21:03 PM,N/A,Agree
03/17/2022,MD,1008178,,,430,0,14286,14022,264,4,0,03/18/2022 01:48:08 PM,N/A,Agree
05/18/2020,MD,39762,,,958,0,2148,2043,105,52,4,05/20/2020 12:00:00 AM,N/A,Agree
09/26/2020,MD,122972,,,613,0,4048,3890,158,8,0,09/28/2020 12:00:00 AM,N/A,Agree
07/01/2020,MD,67918,,,359,0,3321,3185,136,13,0,07/03/2020 12:00:00 AM,N/A,Agree
12/30/2020,MD,273689,,,2628,0,6208,6018,190,52,1,01/01/2021 12:00:00 AM,N/A,Agree
03/25/2022,MD,1010497,,,792,0,14324,14060,264,8,0,03/26/2022 01:34:52 PM,N/A,Agree
03/13/2022,MD,1006636,,,204,0,14261,13996,265,12,0,03/14/2022 02:38:32 PM,N/A,Agree
08/18/2020,MD,101235,,,520,0,3773,3624,149,8,0,08/20/2020 12:00:00 AM,N/A,Agree
03/25/2021,MD,403982,,,1382,0,8763,8556,207,12,0,03/27/2021 12:00:00 AM,N/A,Agree
12/25/2020,MD,263160,,,2432,0,5974,5786,188,43,1,12/27/2020 12:00:00 AM,N/A,Agree
02/02/2022,MD,980625,,,1474,0,13572,13316,256,40,0,02/04/2022 12:00:00 AM,N/A,Agree
05/12/2020,MD,34061,,,688,0,1834,1741,93,53,3,05/14/2020 12:00:00 AM,N/A,Agree
05/18/2021,MD,456428,,,212,0,9558,9344,214,13,0,05/20/2021 12:00:00 AM,N/A,Agree
11/05/2020,MD,149964,,,1198,0,4334,4172,162,11,0,11/07/2020 12:00:00 AM,N/A,Agree
04/27/2020,MD,19487,,,906,0,1017,966,51,54,3,05/11/2022 04:48:19 PM,N/A,Agree
10/12/2021,MD,545439,,,411,0,10665,10435,230,16,0,10/14/2021 12:00:00 AM,N/A,Agree
07/05/2020,MD,69632,,,291,0,3370,3231,139,8,0,07/07/2020 12:00:00 AM,N/A,Agree
09/24/2020,MD,121800,,,503,0,4036,3879,157,12,0,09/26/2020 12:00:00 AM,N/A,Agree
01/28/2020,MD,0,,,0,0,0,0,0,0,0,01/30/2020 12:00:00 AM,N/A,Agree
06/23/2021,MD,461887,,,59,0,9766,9549,217,2,0,06/25/2021 12:00:00 AM,N/A,Agree
11/27/2021,MD,583299,,,691,0,11191,10960,231,7,0,11/29/2021 12:00:00 AM,N/A,Agree
02/09/2022,MD,989738,,,795,0,13827,13568,259,40,0,02/11/2022 12:00:00 AM,N/A,Agree
02/10/2022,MD,990838,,,1100,0,13864,13605,259,37,0,02/12/2022 12:00:00 AM,N/A,Agree
04/29/2020,MD,20849,,,736,0,1120,1061,59,57,4,05/01/2020 12:00:00 AM,N/A,Agree
02/27/2020,MD,0,,,0,0,0,0,0,0,0,02/29/2020 12:00:00 AM,N/A,Agree
12/16/2020,MD,241767,,,2405,0,5551,5366,185,49,1,12/18/2020 12:00:00 AM,N/A,Agree
08/31/2021,MD,497002,,,1078,0,10044,9822,222,13,0,09/02/2021 12:00:00 AM,N/A,Agree
08/22/2020,MD,103523,,,624,0,3807,3656,151,13,0,08/24/2020 12:00:00 AM,N/A,Agree
09/30/2021,MD,532340,,,1479,0,10466,10238,228,11,0,10/02/2021 12:00:00 AM,N/A,Agree
